Text,Type
"В Казани открылся девятый пункт выдачи горячего питания нуждающимся.    Он находится рядом с мечетью «Рамазан» по адресу: ул.Окольная, 25б. В нем могут обедать бездомные, малоимущие и люди, попавшие в трудную жизненную ситуацию.    Сейчас пункты открыты во всех районах Казани. Они работают по одинаковому графику с 11:00 до 13:00 ежедневно (кроме воскресенья)    Адреса пунктов:  📍ул.Авангардная, 95;  📍ул.Бурхана Шахиди, 26, строение 1;  📍ул.Гудованцева, 6;  📍ул.Дачная, 3а;  📍ул.Лаврентьева, 6;  📍ул.Липатова, 6б;  📍ул.Окольная, 25б;  📍ул.Симонова, 3;  📍ул.Фучика, 52.    Будем рады, если поможете донести эту информацию до тех, кому нужна такая помощь💛    @priutcheloveka @kirmosinfo",1
"Материал по продлению срока содержания под стражей  в совершении теракта в «Крокус Сити Холл» поступил в суд   Басманный районный суд города Москвы приступил к рассмотрению материала о продлении срока содержания под стражей в отношении Мирзоева Далерджона Баротовича, который, по версии следствия, непосредственно принимал участие в исполнении террористического акта в «Крокус Сити Холл».    #басманный",1
"На территории Ростовской области подведены итоги оперативно-профилактического мероприятия «Сельхозугодья»  Сотрудники УВМ ГУ МВД России по Ростовской области, УУПиЦИТСиЗИ областного главка МВД провели оперативно-профилактическое мероприятие «Сельхозугодья», направленное на выявление и пресечение нарушений миграционного законодательства в сфере аграрного комплекса. В рамках контрольно-надзорного мероприятия правоохранители провели обследование на объектах сельскохозяйственного назначения в Мясниковском, Аксайском, Семикаракорском и Волгодонском районах Ростовской области. В ходе проведенных мероприятий выявлено 25 иностранных граждан, находившихся на территории Российской Федерации с нарушениями законодательства в сфере миграции. Всего задокументировано 34 административных правонарушения. Из них 15 административных правонарушений по части 1.1 статьи 18.8 КоАП РФ «Нарушение иностранным гражданином или лицом без гражданства правил въезда в Российскую Федерацию либо режима пребывания (проживания) в Российской Федерации», четыре административных правонарушения по статье 18.20 КоАП РФ «Нарушение иностранным гражданином или лицом без гражданства срока обращения за выдачей патента», 13 административных правонарушений по части 1 статьи 18.10 КоАП РФ «Незаконное осуществление трудовой деятельности» и два административных правонарушения по части 2 статьи 18.17 КоАП РФ «Несоблюдение иностранным гражданином или лицом без гражданства установленных в соответствии с федеральным законом в отношении иностранных граждан и лиц без гражданства ограничений на осуществление отдельных видов деятельности». В отношении вышеуказанных лиц также составлен один материал по признакам состава преступления, предусмотренного статьей 322.3 УК РФ «Фиктивная постановка на учет иностранного гражданина или лица без гражданства по месту пребывания в Российской Федерации» и два материала по признакам состава преступления, предусмотренного части 3 статьи 327 УК РФ «Приобретение, хранение, перевозка в целях использования или сбыта либо использование заведомо поддельных паспорта гражданина, удостоверения или иного официального документа, предоставляющего права или освобождающего от обязанностей, штампов, печатей или бланков». Все материалы сайта Министерства внутренних дел Российской Федерации могут быть воспроизведены в любых средствах массовой информации, на серверах сети Интернет или на любых иных носителях без каких-либо ограничений по объему и срокам публикации. Это разрешение в равной степени распространяется на газеты, журналы, радиостанции, телеканалы, сайты и страницы сети Интернет. Единственным условием перепечатки и ретрансляции является ссылка на первоисточник. Никакого предварительного согласия на перепечатку со стороны Министерства внутренних дел Российской Федерации не требуется.",0
"В Казани и Зеленодольске в рамках KazanForum открылись памятные таблички на объектах ЮНЕСКО В рамках XV Международного экономического форума «Россия — Исламский мир: KazanForum», 16 мая 2024 года на здании Городской астрономической обсерватории, части Астрономических обсерваторий Казанского федерального университета состоялось торжественное открытие памятной таблички, посвященной включению объекта «Астрономические обсерватории КФУ» в список ЮНЕСКО. Также памятная табличка установлена на здании Астрономической обсерватории им. В.П.Энгельгардта, которая также включена в список объектов ЮНЕСКО (Республика Татарстан, Зеленодольский район). С торжественными словами выступили Государственный Советник Республики Татарстан Минтимер Шарипович Шаймиев, заместитель Министра иностранных дел Российской Федерации Александр Анатольевич Панкин, ректор Казанского (Приволжского) федерального университета Ленар Ринатович Сафин. В мероприятии приняли участие представители Правительства Республики Татарстан, министр культуры Республики Татарстан Ирада Хафизяновна Аюпова, участники и гости XV Международного экономического форума «Россия — Исламский мир: KazanForum», общественность. Напомним, что в г.Эр-Рияд Саудовской Аравии с 10 по 25 сентября 2023 года проходила 45-ая сессия Комитета всемирного наследия, в ходе которой состоялось рассмотрение номинаций Российской Федерации. Решением Комиссии в список новых объектов Всемирного наследия ЮНЕСКО включены «Астрономические обсерватории Казанского федерального университета». Это загородный комплекс обсерватории имени В.П.Энгельгардта, расположенный в пос.Октябрьский Зеленодольского муниципального района и обсерватория главного здания Казанского федерального университета. На сегодняшний Республика Татарстан находится в российском списке объектов ЮНЕСКО на первом месте и представлена 4 объектами. Это Казанский Кремль, Болгарский историко-археологический комплекс, Успенский собор и монастырь острова-града Свияжск и Обсерватории Казанского федерального университета. Все четыре объекта – это достояние и гордость нашей страны и республики, результат большой плодотворной работы, которая проводится по сохранению культурного и природного наследия в нашей стране и республике.  Источник: Министерство культуры Республики Татарстан",1
"Китай открывает свой рынок для российского топинамбура - документ для этого был подписан в Пекине.  Кроме того, как отмечает Россельхознадзор, теперь разрешен экспорт из России в Китай новых видов говяжьих субпродуктов - хрящей, аорт и желудков.",1
"В ГИС РТ «Народный контроль» введены новые категории, посвящённые вопросам прохождения военной службы и диспансеризации Первая категория была введена в целях поддержки участников СВО. Теперь участники СВО и члены их семей могут задать вопросы по всем интересующим направлениям: служба по контракту, гуманитарная помощь, санаторно-курортное лечение, получение образования, трудоустройство и др. Вторая категория посвящена оценке качества прохождения диспансеризации, в которой учитывается удовлетворённость населения медицинским обслуживанием. Новая функция позволит улучшить доступность и качество медицинской помощи. Напомним, что подать обращения татарстанцы могут через приложение «Народный контроль РТ» или в онлайн-режиме на портале: https://uslugi.tatarstan.ru  Источник: Муслюмовский муниципальный район Республики Татарстан",1
"5️⃣7️⃣9️⃣0️⃣Глава СК России поручил доложить о результатах проверки по обращению о нарушении прав участников долевого строительства в г. Иваново  В Информационный центр СК России поступило обращение о нарушении жилищных прав участников долевого строительства многоквартирного дома ЖК «Шереметевская миля-2» в городе Иваново со стороны недобросовестного застройщика ООО «Славянский дом». Представители организации гарантировали, что здание будет введено в эксплуатацию не позднее 2020 года. Однако сроки сдачи возведенного объекта регулярно переносятся, последний раз - на третий квартал текущего года. Обращения граждан к руководству компании результатов не принесли.  В СУ СК России по Ивановской области начата процессуальная проверка.   ❗️Председатель Следственного комитета Российской Федерации Александр Иванович Бастрыкин поручил и.о. руководителя СУ СК России по Ивановской области Артему Борисовичу Сосновикову доложить о предварительных и окончательных результатах процессуальной проверки.  Исполнение поручения, а также ход процессуальной проверки поставлены на контроль в центральном аппарате ведомства.  #КонтрольПредседателяСКР #КомментарийКонтроль #ИвановскаяОбласть  Информационный центр СК России",0
"📦 16 мая в международный аэропорт города Кабула спецрейсом из Москвы доставлен гуманитарный груз для народа Афганистана — 21 тонна продовольствия, включая растительное масло и пшеничную муку. Акция осуществлена МЧС России по поручению Президента Российской Федерации.  Груз предназначен для населения афганской провинции Баглан, пострадавшей от произошедшего на днях разрушительного наводнения.  ✔️Мероприятие проведено в рамках международных проектов «Народы вместе сквозь года» и «Россия с вами» при поддержке Россотрудничества.  В церемонии на лётном поле приняли участие председатель волгоградской областной общественной организации развития культуры «Дом дружбы» К.Г. Фарниев (советник руководителя Федерального агентства по делам национальностей), глава её попечительского совета Ф. Рона и председатель общественной организации «Афганская национально-культурная автономия г. Волгограда» А. Манан.  #Россия #Афганистан #СМР #Россотрудничество",1
"Открытый межрайонный турнир по шахматам на призы ООО ""РМ АГРО"" 14 мая 2024г. в г.Мамадыш прошёл открытый межрайонный турнир по шахматам на призы ООО ""РМ АГРО"" В данном турнире приняла участие и юношеская сборная 2014-2015гр. ""Саба-Арена"" Состав команды: 1) Низамиев Йосыф (2015) 1 место 2) Маликова Алиса (2015) 1 место 3) Газизуллин Айдан (2014) 3 место 4) Шакирова Мадина (2014) 3 место Поздравляем Всем победителей и призеров с успешным выступлением!  Источник: Сабинский муниципальный район Республики Татарстан",0
"В приюте «Тургай» прошел праздник  ""Вся семья вместе, так и душа на месте"", посвященный международному дню семьи 15 мая в нашем приюте прошел праздник ""Вся семья вместе, так и душа на месте"", посвященный международному дню семьи. В ходе праздника дети пели песни, рассказывали стихи, играли совместные игры с родителями. Активные семьи были награждены грамотами. В преддверии этого замечательного праздника желаем, чтобы наши воспитанники росли в счастливых семьях! Мира, добра, семейного благополучия и радости каждой семье!  Источник: Сабинский муниципальный район Республики Татарстан",0
"Продолжаются работы по благоустройству территорий района, поврежденных из-за весеннего половодья В этом году от весеннего половодья пострадали значительные территории района, частные подворья. Глава района Альберт Хузин посетил одну из таких территорий на берегу Ика. В парке отдыха ""Солнечный Ик"" начались работы по благоустройству. Большой вклад в эту работу вносят представители районных школ, Муслюмовского политехнического техникума, отдела спорта и работы с молодежью. Благодарим всех, кто присоединился к субботнику чистоты!  Источник: Муслюмовский муниципальный район Республики Татарстан",1
"Моя семья достойна восхищения людей В рамках Года семьи и в честь Дня семьи в районном Доме культуры им. З. Басыровой прошел творческоий отчетный концерт Муслюмовской школы искусств. Перед праздничным концертом для гостей были организованы мастер-классы по лепке, рисованию. Была возможность посмотреть выставку рисунков и поделок, подготовленных учениками и их родителями. Руководитель районного исполнительного комитета Ирек Салихзянов отметил, что гордится воспитанниками и преподавателями школы искусств, пожелал творческих успехов. Зрители аплодировали ученикам, которые продемонстрировали свое мастерство в исполнении мелодичных песен, танцев, художественного слова, игры на музыкальных инструментах.  Источник: Муслюмовский муниципальный район Республики Татарстан",0
"В Белгороде и Белгородском районе запущена сирена ракетной опасности. Если вы находитесь дома – не подходите к окнам. Укройтесь в помещениях без окон со сплошными стенами (коридор, ванная, туалет, кладовая). Если вы находитесь на улице – спуститесь в укрытие или иное безопасное место.",0
"Салиховский ФАП Бавлинской ЦРБ отремонтирован по нацпроекту В рамках программы модернизации первичного звена здравоохранения Национального проекта ""Здравоохранение"" в Бавлинском районе проведен капитальный ремонт фельдшерско-акушерского пункта с.Салихово. Салихово – одно из отдаленных маленьких сел Бавлинского района, находится в 48 км от центральной районной больницы. По медицинскому обслуживанию прикреплено к Новозареченской врачебной амбулатории. Прикрепленное население -105 человек, в т.ч 2 детей до 18 лет. Фельдшерско-акушерский пункт села Салихово расположен в бывшей школе. Медицинскую помощь оказывает медицинская сестра первой категории Шаймарданова Миляуша Абдулварисовна. Заведующей ФАП она работает с 2015 года. Очень ответственная, трудолюбивая, отзывчивая, в своем селе она знает всех и каждого, в любое время дня и ночи оказывает медицинскую помощь своим пациентам. Жители ее очень ценят и уважают, «наш врач» - говорят о ней односельчане. Миляуша Абдулварисовна ведет активную общественную деятельность, много лет работала председателем участковой избирательной комиссии. Проведение капитального ремонта в рамках программы модернизации первичног8о звена здравоохранения стало очень радостным событием для заведующей ФАП и жителей села. Была проведена замена электропроводки, отопления, пожарной сигнализации, косметический ремонт стен и потолка, замена сантехнических приборов, покрытия пола, старые окна заменили на современные пластиковые. В обновленных помещениях фельдшерско-акушерского пункта стало намного комфортнее и уютнее.  Источник: Министерство здравоохранения Республики Татарстан",1
"В с. Верхний Куюк Атнинского района строится новый модульный ФАП Верхне-Куюкский фельдшерско-акушерский пункт Атнинской ЦРБ строится на средства республиканской программы совершенствования первичной медико-санитарной помощи населению. Ведущий инженер больницы Гатауллин Самат сообщил, что строительство ФАП выполнено уже на 75%: сделана внутренняя отделка, подключены коммуникации. На очереди благоустройство прилегающей территории. На данный момент фельдшер Байрамова Алина принимает население в старом деревянном здании 1966 года постройки. ФАП обслуживает население своего села Верхний Куюк. Прикрепленное население 227 человек, из них 34 ребёнка.  Источник: Министерство здравоохранения Республики Татарстан",1
"В рамках Всемирного Дня памяти умерших от СПИДа состоится День открытых дверей 19 мая 2024 года - Всемирный День памяти умерших от СПИДа. По решению Всемирной организации здравоохранения, ежегодно каждое третье воскресенье мая проводится Всемирный День памяти умерших от СПИДа. Впервые День памяти был организован в 1983 году в г.Сан-Франциско (США). Одним из символов памяти и солидарности с людьми, которых затронула проблема ВИЧ-инфекции, является красная лента, которую в 1991 году придумал художник Франк Мур. Красную ленту прикалывают к одежде во время проведения просветительских мероприятий. Одна из задач мероприятий, приуроченных к этой дате, формирование социальной среды, исключающей дискриминацию по отношению к людям, зараженным вирусом иммунодефицита человека. Приоритетным направлением предупреждения распространения ВИЧ-инфекции является информирование граждан о рисках передачи ВИЧ-инфекции и мотивирование к добровольному обследованию на ВИЧ. Широкое информирование о мерах профилактики, мотивация населения к обследованию на ВИЧ и, в дальнейшем, наблюдение и лечение, являются главными факторами сдерживания распространения ВИЧ-инфекции Тестирование на ВИЧ имеет важное значение для своевременного выявления и назначения антивирусной терапии людям, живущим с ВИЧ, что позволяет значительно улучшить качество их жизни и предотвратить развитие СПИДа. 17 мая - День открытых дверей: ГАУЗ «РЦПБ СПИД и ИЗ МЗ РТ» г.Казань, ул.Н.Ершова,65 с 9.00 до 18.00 Филиал ГАУЗ «РЦПБ СПИД и ИЗ МЗ РТ» в г.Альметьевск - пгт. Нижняя Мактама, ул.Промышленная, д. 1а с 8.00 до 15.30 Филиал ГАУЗ «РЦПБ СПИД и ИЗ МЗ РТ» в г.Наб.Челны - пр.Вахитова, д.12 с 8.00 до 15.00 Все желающие могут пройти бесплатное экспресс-тестирование на ВИЧ - инфекцию с консультацией специалистов  Источник: Министерство здравоохранения Республики Татарстан",0
"Фельдшер Лениногорской ЦРБ имеет самую дружную семью ""Самая дружная семья"". Такую номинацию получила чета Шариповых из Лениногорска. Во Дворце культуры прошёл муниципальный фестиваль ""Моя семья - моя радость"". В нем приняло участие 6 семей, среди них и Шариповы. Глава семьи Ленар Махасимович работает в коммерческом предприятии, его супруга Гузель - фельдшер в поликлинике Медико-санитарной части. Рияз и Ралина учатся в 11-ой гимназии. На фестиваль семья представила визитную карточку и творческий номер. По результатам конкурса были вручены сертификаты, подарки, звание ""Самой дружной семьи"" и приглашение на участие в республиканском конкурсе красоты и материнства ""Нечкебиль"".  Источник: Министерство здравоохранения Республики Татарстан",0
"«КОС-Синтез» вышел в финал Кубка России по водному поло Вчера, 15 мая, «КОС-Синтез» одержал победу над волгоградским «Спартаком» и вышел в финал Кубка России по водному поло. Матч завершился со счетом 15:9. Счёт открыли казанцы. Пенальти уверенно реализовал Арслан Закиров, увеличили счет Адель Латыпов и Иван Васильев. По итогу первого периода «КОС-Синтез» вел 4:2. Во втором тайме волгоградцы сумели не только отыграть отставание, но и вели в счёте - 5:6 после первой половины игры. В третьем игровом отрезке ситуация менялась молниеносно. Адель Латыпов в численном большинстве впервые за долгое время вывел «КОС-Синтез» вперед, 9:8. Итоговый счёт матча 15:9 в пользу «КОС-Синтез»! Теперь команда готовится к завершающему поединку в Финале Кубка России-2024 против «Динамо-СШОР», который состоится сегодня, 16 мая, в 18:00.  Источник: Министерство спорта Республики Татарстан",1
"Сборная Татарстана одержала победу на командном Чемпионате России по стендовой стрельбе в упражнении скит Татарстанцы Сергей Демин, Марат Нежданов и Пётр Егоров одержали победу в упражнении скит на командном Чемпионате России по стендовой стрельбе. Турнир проходит в Адыгее. Сборная команда Татарстана лидировала на всех стадиях розыгрыша. В квалификации спортсмены поразили 218 мишеней из 225 возможных, завоевав путевку в золотой матч, в котором обыграли стрелков из Курганской области, 6:4. А вот на траншейном стенде лучшими из представителей РСШОР стали Артём Копыстынский, Кирилл Багров и Дмитрий Вавилов. Они заняли 5 место с результатом 194/225, остановившись в шаге от финала за 3 место.  Источник: Министерство спорта Республики Татарстан",1
"В Нурлатском районе на заседании комиссии по БДД подвели итоги 4 месяцев 2024 года В здании Совета района состоялось очередное заседание муниципальной комиссии по безопасности дорожного движения. Оно прошло под началом руководителя исполкома Нурлатского района Асгатя Габдуллина. На повестке дня заседания было 4 главных вопроса. По первому из них выступил начальник ОГИБДД по Нурлатскому району Ринат Паймурзин, он рассказал об анализе аварийности по итогам 4 месяцев текущего года. Далее о профилактических мерах по предупреждению детского дорожно-транспортного травматизма среди общеобразовательных и дошкольных учреждений района рассказала начальник отдела образования исполкома района Алсу Рахматуллина. На вопрос об организации безопасности пассажирских и школьных перевозок, контроля допуска водителей к управлению автобусами подробно ответил генеральный директор Нурлатского АТП Идрис Каримов. Здесь же обсудили заявки, полученные от жителей района через систему «Народный контроль». Заседание завершилось награждением: Благодарственными письмами отметили педагогов района, внесших значительный вклад в профилактику детского дорожно-транспортного травматизма.  Источник: Нурлатский муниципальный район Республики Татарстан",1
"Мидхат Шагиахметов: В Татарстане разработали новые льготные исламские финансовые продукты Заместитель Премьер-министра Республики Татарстан - министр экономики Татарстана Мидхат Шагиахметов в интервью РБК рассказал о ходе реализации эксперимента по партнерским (исламским) финансам в Татарстане, решении проблем с кадрами, низким уровнем информированности населения, борьбе со стереотипами вокруг исламских финансов и о том, какой импульс может дать международный экономический форум «Россия – Исламский мир: KazanForum». Министр отметил, что до принятия закона об эксперименте исламские финансы были дороже традиционных. В законе был учтен ряд предложений, что позволило уровнять отдельные условия классического и партнерского финансирования. При этом ряд инструментов партнерского финансирования имеют конкурентное преимущество, по сравнению с традиционными. Спрос на исламские продукты растет. В рамках реализации эксперимента разработаны новые льготные продукты для малого бизнеса, не уступающие по стоимости классическим аналогам. Данные продукты будут презентованы на KazanForum. Подробнее о новых исламских финансовых продуктах читайте в интервью по ссылке Напомним, в Татарстане с 1 сентября 2023 года идет эксперимент по партнерским финансам. Двухгодичный эксперимент завершится в 2025 году.  Источник: Министерство экономики Республики Татарстан",1
"В Республике Татарстан впервые могут воспользоваться исламским льготным лизингом В сентября 2023 года Татарстан стал одним из пилотных регионов, участвующих в эксперименте по партнерскому (исламскому) финансированию. Для развития партнерского сегмента финансирования Министерство экономики Республики Татарстан запустило льготный лизинговый исламский продукт «Иджара». Он разработан с учетом запросов населения и бизнеса. На сегодняшний день реализована первая сделка. Льготный лизинговый продукт «Иджара» одобрен Советом Улемов Духовного управления мусульман Республики Татарстан. Первым поддержку, соответствующую нормам ислама, получил резидент промышленного парка «Алга», который производит строительные металлоконструкции и другие изделия. В рамках исламского лизинга «Иджара» предприниматель приобретает экскаватор-погрузчик. Приобретение экскаватора-погрузчика позволит предприятию из Набережных Челнов снизить затраты на аренду спецтехники у сторонних организаций и увечить объем производства до 25%. Реализует исламский лизиноговый продукт Региональная лизинговая компания РТ. В рамках исламского лизинга субъекты малого и среднего предпринимательства республики могут приобрести в лизинг по нормам ислама коммерческий автотранспорт и спецтехнику. Сумма финансирования составляет от 1 млн до 15 млн рублей. Срок лизинга составляет до 5 лет, обеспечительный платеж по договору лизинга составляет 10% от стоимости предмета лизинга, но не менее затрат лизингодателя, связанных с приобретением предмета лизинга. Подать заявку на лизинговое финансирование можно на сайте: http://rlcrt.ru/lgotnyy-lizing/ Подробную информацию по всем продуктам можно получить в Едином портале по партнерским финансам: http://ifhub.ru/.  Источник: Министерство экономики Республики Татарстан",1
"В Татарстане на региональных дорогах продолжаются работы по ликвидации аварийных ям На автомобильных дорогах общего пользования регионального значения по состоянию на 15 мая 2024г. выполнен ямочный ремонт на площади 199 674,05 м2 (25 898,01 тн), из них: - холодным асфальтобетоном на площади 6 359,61 м2 (804,87 тн); - горячим асфальтобетоном на площади 157 011,83 м2 (20 810,54 тн); - литой а/б смесью на площади 3 875,66 м2 (502,68 тн); - ремонт картами на площади 22 250,31 м2 (3 963,93 тн); - струйно-инъекционным методом на площади 10 176,65 м2. Подрядными организациями запущены все асфальтобетонные заводы. Отметим, в оперативном управлении ГКУ «Главтатдортранс» находится 13 606,5 км дорог общего пользования регионального значения, из них более 13 тыс. км с твердым покрытием и 529,5 км грунтовые дороги. Укладка, применяемые материалы, подборка асфальтобетонных смесей, контроль качества выполняется согласно требованиям ГОСТа. Обеспечение круглогодичного проезда осуществляется за счет средств, выделенных на текущее содержание автомобильных дорог общего пользования регионального значения. На выполнение ямочного ремонта задействованы такие подрядные организации, как АО «Татавтодор», ООО «Татнефтедор», ОАО «Алексеевскдорстрой», АО «Каздорстрой», ООО «Волгадорстрой», ООО «Брус», ООО «МДСУ-1», ООО «Чистопольский Автодор». У вышеуказанных подрядных организаций имеется 37 асфальтобетонных заводов. Запуск всех данных АБЗ позволяет подрядным организациям приступить к выполнению ямочного ремонта горячим асфальтобетоном на полную мощность.  Источник: ГКУ «Главтатдортранс»",1
